bibliographicCitation,collectionCode,catalogNumber,family,genus,scientificName,recordNumber,recordedBy,year,month,day,identifiedBy,dateIdentified,det_ok,country,stateProvince,municipality,locality,decimalLongitude,decimalLatitude,Georef
SpeciesLink,SPF,221937,Fabaceae,Chamaecrista,Chamaecrista tragacanthoides,771,"Cota, M.M.T.",2014,9,3,"Cota, M.M.T.",/10/2014,1,Brasil,Minas Gerais,Buen—polis,"Parque Nacional das Sempre-Vivas, Entrada do distrito de Macacos; trilha pr—ximo ao rio Jequita’; na divisa com a cidade de Bocaiúva.",-43.837,-17.9417,0
JG Rando,SPF,,Fabaceae,Chamaecrista,Chamaecrista tragacanthoides,969,"Rando, J.G.",2011,4,11,"Rando, J.G.",NA,2,Brasil,Minas Gerais,Gr‹o Mogol,"BR 152, sentido Montes claros- Salinas, km 396",-42.8512,-16.2463,0
SpeciesLink,VIC,4628,Fabaceae,Chamaecrista,Chamaecrista tragacanthoides,2468,"Irwin, H.S.",1959,1,17,"Bortoluzzi, R.L.C.",/05/2002,2,Brasil,Minas Gerais,Diamantina,"11 Km N de Diamantina, estrada para Mendanha, Encosta rochosa. Solo arenoso quartzoso cinza.",-43.5453,-18.163,1
Reflora,RB,RB00574162,Fabaceae,Chamaecrista,Chamaecrista tragacanthoides,2660,"Giordano, L.C.",2003,10,8,Administrador,28/05/2019,2,Brasil,Minas Gerais,Diamantina,Estrada para S‹o Jo‹o da Chapada.,-43.7064,-18.1722,0
SpeciesLink,HUEFS,113398,Fabaceae,Chamaecrista,Chamaecrista tragacanthoides,2671,"Stehmann, J.R.",2000,9,21,"Queiroz, L.P. de",/04/2011,2,Brasil,Minas Gerais,Diamantina,"Estrada para Biribiri, pr—ximo da cachoeira Sentinela.",-43.6183,-18.1572,3
SpeciesLink,HUEFS,100387,Fabaceae,Chamaecrista,Chamaecrista tragacanthoides,2919,"Silva, G.P.",1994,9,15,"Queiroz, L.P. de",/04/2011,2,Brasil,Minas Gerais,Diamantina,BR 259 S‹o Jo‹o da Chapada km 19.,-43.7667,-18.1167,3
SpeciesLink,HUEFS,113403,Fabaceae,Chamaecrista,Chamaecrista tragacanthoides,4081,"Neto, E.T.",2005,10,9,"Queiroz, L.P. de",/04/2011,1,Brasil,Minas Gerais,Gr‹o Mogol,Plantar MG 15 - Fazenda Tamandu‡.,-43.4568,-16.6771,1
Reflora,RB,RB00325081,Fabaceae,Chamaecrista,Chamaecrista tragacanthoides,4089,"Forzza, R.C.",2005,7,18,Administrador,24/06/2016,2,Brasil,Bahia,Igaporã,"Estrada Igapor‹ - CaetitŽ, BR 430, cerca de 38 Km de CartiŽ. Serra da curva do vento.",-42.6575,-13.8072,0
SpeciesLink,HUEFS,113389,Fabaceae,Chamaecrista,Chamaecrista tragacanthoides,4291,"Lombardi, J.A.",2001,2,15,"Rando, J.G.",/09/2012,1,Brasil,Minas Gerais,Diamantina,Biribiri.,-43.6158,-18.1572,2
Reflora,K,K000839168,Fabaceae,Chamaecrista,Chamaecrista tragacanthoides,4451,"Arbo, M.M.",1990,5,19,Administrador,12/5/17,2,Brasil,Minas Gerais,Diamantina,"8 - 15 km S de S‹o Jo‹o da Chapada, camino a Diamantina.",-43.75,-18.1833,0
Reflora,SPF,SPF00071635,Fabaceae,Chamaecrista,Chamaecrista tragacanthoides,5061,"Arbo, M.M.",1991,2,14,Administrador,6/8/19,2,Brasil,Minas Gerais,,"7 - 13 Km NW de Diamantina, camino a Biribiri, cerca del Rio das Pedras.",-43.7,-18.16,0
SpeciesLink,SPF,179036,Fabaceae,Chamaecrista,Chamaecrista tragacanthoides,5668,"Pirani, J.R.",2007,1,22,"Rando, J.G.",/08/2008,1,Brasil,Minas Gerais,Diamantina,,-43.7208,-18.1475,0
SpeciesLink,ALCB,107393,Fabaceae,Chamaecrista,Chamaecrista tragacanthoides,11613,"Souza, V.C.; Capellari Jr., L; L.; Souza, JP; Scalon, VR",1996,7,4,"Souza, V.C.",/01/2001,1,Brasil,Minas Gerais,Santana do Riacho,"Serra do Cip—, Faz. Cachoeira da Capivar.a",-43.6167,-19.3333,2
SpeciesLink,SPF,205442,Fabaceae,Chamaecrista,Chamaecrista tragacanthoides,14932,"Queiroz, L.P.de",2010,10,27,"Rando, J.G.",27/05/2014,1,Brasil,Minas Gerais,Monte Azul,"A ca. 14,7km SE). Lat.: 15º13'12""S; Long: 42º48', Campo rupestre, solo arenoso com afloramentos de arenito/quartzito. Vegeta‹o predominantemente herb‡cea.",-42.8083,-15.22,0
SpeciesLink,UB,127661,Fabaceae,Chamaecrista,Chamaecrista tragacanthoides,22366,"Irwin, H.S.",1969,1,21,"Barneby, R.",1984,2,Brasil,Minas Gerais,,Ca. 20km SW of Diamantina,-43.6836,-18.3581,0
SpeciesLink,UB,127659,Fabaceae,Chamaecrista,Chamaecrista tragacanthoides,22927,"Irwin, H.S.",1969,1,31,"Barneby, R.",1982,2,Brasil,Minas Gerais,Diamantina,Ca. 5km NE of Diamantina on road to Mendanha,-43.58,-18.22,0
SpeciesLink,UB,127660,Fabaceae,Chamaecrista,Chamaecrista tragacanthoides,23107,"Irwin, H.S.",1969,2,11,"Barneby, R.",1982,2,Brasil,Minas Gerais,,"Ca. 33km NE of Francisco S‡, road to Salinas",-43.4883,-16.4758,2
SpeciesLink,SP,492168,Fabaceae,Chamaecrista,Chamaecrista tragacanthoides,25389,"Souza, V.C.",2001,7,8,NA,NA,2,Brasil,Minas Gerais,Diamantina,"Estrada entre Diamantina e Conselheiro Mata, Km 185-186. Pr—ximo à entrada do S’tio Pica-Pau",-43.7286,-18.2833,2
SpeciesLink,UB,127657,Fabaceae,Chamaecrista,Chamaecrista tragacanthoides,28165,"Irwin, H.S.",1970,3,23,"Barneby, R.",1982,2,Brasil,Minas Gerais,S‹o Jo‹o da Chapada,Ca. 4km N of S‹o Jo‹o da Chapada,-43.7833,-18.0833,2
JG Rando,NY,978724,Fabaceae,Chamaecrista,Chamaecrista tragacanthoides,49230,"Maguire, B.",1960,8,16,"Rando, J.G.",NA,2,Brasil,Minas Gerais,Montes Claros,ca de 30 km ao Norte de S‹o Francisco,-43.4881,-16.4758,2
SpeciesLink,MBM,104077,Fabaceae,Chamaecrista,Chamaecrista tragacanthoides,49661,"Hatschbach, G.; Zelma, F.J.; Zelma, F.J.",NA,NA,NA,"Barneby, R.",NA,2,Brazil,Minas Gerais,Gouveia,C—rrego do Tigre,-43.7406,-18.4544,2
SpeciesLink,NYBG,978819,Fabaceae,Chamaecrista,Chamaecrista tragacanthoides,CFCR11028,"Mello-Silva, R.",1987,7,18,"Barneby, R.",1988,2,Brazil,Minas Gerais,Diamantina,Estrada para Conselheiro Mata,-43.75,-18.28,2
SpeciesLink,NYBG,979132,Fabaceae,Chamaecrista,Chamaecrista tragacanthoides,CFCR15510,"Esteves, G.L.",1990,9,25,"Cota, M.M.T.",2015,2,Brazil,Minas Gerais,Diamantina,"Serra do Espinhao, ‡rea N Diamantina, near C—rrego Lajeado and the junction of the side road from ""Cristais"" with the road Diamantina - Biribiri, ca. 9 km NNW-N Diamantina.",-43.62,-18.17,2
Reflora,NY,NY00978824,Fabaceae,Chamaecrista,Chamaecrista tragacanthoides,CFCR3129,"Hensold, N.",1982,4,8,"Barneby, R.",NA,2,Brazil,Minas Gerais,Diamantina,Estr. p/Biri-Biri,-43.6167,-18.1667,2
SpeciesLink,SPF,201413,Fabaceae,Chamaecrista,Chamaecrista ulmea,650,"Santos, M.F.",2011,2,12,"Rando, J.G.",/07/2013,2,Brasil,Minas Gerais,Botumirim,"Estrada Botumirim - povoado do ""Canta Galo"" - V‡rzea da Estiva.Vereda na Vargem da Estiva. Na beira da estrada.",-43.085,-17.1418,0
SpeciesLink,HUEFS,243408,Fabaceae,Chamaecrista,Chamaecrista ulmea,971,"Cota, M.M.T.",2017,6,24,NA,NA,1,Brasil,Minas Gerais,Botumirim,"Campina do Bananal. Trilha de S‹o Domingos, entrando pela Fazenda Serra da Canastra do senhor Afonso.",-43.045,-16.8319,0
SpeciesLink,R-TIPOS,129606,Fabaceae,Chamaecrista,Chamaecrista ulmea,23535,"Irwin, H.S.; Santos, R.R.; Souza, R. & Fonseca, S.F.",1969,2,19,"Barneby, R.",1976,2,Brasil,Minas Gerais,Gr‹o Mogol,Serra do Espinhao,-42.9786,-16.635,0
SpeciesLink,NYBG,978864,Fabaceae,Chamaecrista,Chamaecrista ulmea,41627,"Hatschbach, G.",1978,10,21,"Barneby, R.",1979,2,Brazil,Minas Gerais,Gr‹o Mogol,"Corrego do Pasto, no alto da Serra Geral",-42.8897,-16.5594,2
SpeciesLink,CEPEC,48643,Fabaceae,Chamaecrista,Chamaecrista ulmea,54297,"Hatschbach, G.",1990,6,14,"Hatschbach, G.",NA,2,Brasil,Minas Gerais,Gr‹o Mogol,"Trilha dos Garimpeiros, prox. ao corrego.",-42.8858,-16.5556,1
SpeciesLink,SPF,66031,Fabaceae,Chamaecrista,Chamaecrista ulmea,CFCR12000,"Zappi, D.C.",1988,5,27,"Queiroz, L.P.",/07/1996,2,Brasil,Minas Gerais,Gr‹o Mogol,"Subida da trila da Tropa, à esqueda do Riacho Ribeir‹o.",-42.9167,-16.5333,0
SpeciesLink,SPF,204445,Fabaceae,Chamaecrista,Chamaecrista ulmea,CFCR13034,"Pirani, J.R.",1990,6,15,"Queiroz, L.P.",/07/1996,2,Brasil,Minas Gerais,Gr‹o Mogol,Coord. entre 16°33'-16°34'S e 42°54'-42°55'W.,-42.9,-16.55,0
